,Address,Animal Units,Electricity incentive (USD/year),Manure generated (kg/year),Mass TP recovered (kg/year),NPV (USD),Net revenue (USD/year),Pcredits (USD/year),Phosphorus released generated (kg/year),Process capital cost (USD),Process operation cost (USD/year),Process operation cost amortized (USD/year),Profitable,Recommended,Struvite revenues (USD/year),Total incentives (USD/year),Total manure (lbs/yr) ,Total manure method 2 (lbs/yr),Type,latitude,longitude,node ,number,tech_selected
0,"W6920 Grogan Rd, Fort Atkinson, WI 53538",1000,0.0,10432795.0,6125.59654602431,-62545.153733126754,-88102.41914481437,0.0,8346.235999999999,1049140.9709612187,64205.72871046956,114164.82256576569,No,No,26062.40342095132,0.0,37986000.0,37986000.0,beef,42.856751,-88.877218,n1,1,MULTIFORM
1,"9819 S Gustafson Rd, Clinton, WI 53525",2013,0.0,21001216.335,12330.825847146938,-68277.43232835096,-126798.43606326771,0.0,16800.973068000003,1053430.7707055672,129098.68411604429,179262.05414964273,No,No,52463.61808637502,0.0,76465818.0,76465818.0,beef,42.5343778,-88.91158809999999,n2,2,MULTIFORM
2,"N9577 County Road F, Alma Center, WI 54611",1214,0.0,12665413.13,7436.474206873514,-63702.462759140086,-96203.5823269077,0.0,10132.330504000001,1049140.9709612187,77884.24622464647,127843.3400799426,No,No,31639.75775303491,0.0,46115004.0,46115004.0,beef,44.416614100000004,-90.9155646,n3,3,MULTIFORM
3,"464 Canal Road, Marshall, WI 53559",1604,0.0,16734203.18,9825.45685982299,-66065.56601227875,-111315.37185076228,0.0,13387.362544,1053430.7707055672,102956.09690436976,153119.46693796822,No,No,41804.09508720591,0.0,60929544.0,60929544.0,beef,43.188333899999996,-89.04151970000001,n4,4,MULTIFORM
4,"W7889 Reliance Road, Whitewater, WI 53190",860,0.0,8972203.7,5268.013029580907,-61788.03567872551,-82802.59276400565,0.0,7177.76296,1049140.9709612187,55257.16585072765,105216.25970602379,No,No,22413.666942018135,0.0,32667960.0,32667960.0,beef,42.80393,-88.686927,n5,5,MULTIFORM
5,"W11819 Blanecae Rd, Randolph, WI 53956",2792,0.0,29128363.64,17102.665556499876,-72701.2761665862,-156850.07123569702,0.0,23302.690912000002,1056176.5857912193,179322.1784540779,229616.3015869931,No,No,72766.2303512961,0.0,106056912.0,106056912.0,beef,43.60985,-88.994787,n6,6,MULTIFORM
6,"N3432 Cty BB, Columbus, WI 53925",1500,0.0,15649192.5,9188.394819036466,-65503.13545758069,-107378.35796787581,0.0,12519.354000000001,1053430.7707055672,96308.59306570434,146471.96309930278,No,No,39093.60513142697,0.0,56979000.0,56979000.0,beef,43.319185,-88.909296,n7,7,MULTIFORM
7,"E10941 River Rd, Sauk City, WI 53583",1105,0.0,11528238.475000001,6768.784183356865,-63112.992273927695,-92077.28893042092,0.0,9222.59078,1049140.9709612187,70917.150855276,120876.24471057214,No,No,28798.955780151216,0.0,41974530.0,41974530.0,beef,43.2619017,-89.7766429,n8,8,MULTIFORM
8,"N8148 Schaefer Rd, Malone, WI 53049",2521,0.0,34854653.98550001,21956.430579163167,-111114.7198217769,-217410.84348869848,0.0,27883.723188400007,1681176.5857912193,230079.03073526936,310135.05863008933,No,No,92724.21514139086,0.0,76395056.03244771,76616400.70588829,dairy ,43.835418,-88.293544,n9,9,MULTIFORM
9,"W4050 Cty Rd UU, Eden, WI 53019",2531,0.0,34992911.2405,22043.524710774287,-111192.06585673214,-217952.26573338517,0.0,27994.328992400002,1681176.5857912193,230988.26025937445,311044.2881541944,No,No,93092.02242080928,0.0,76698090.7648255,76920318.75410691,dairy ,43.702028999999996,-88.35827900000001,n10,10,MULTIFORM
10,"E2850 STH 72, Menomonie, WI 54751",4461,0.0,61676561.45550001,38852.69211172031,-126119.85060309328,-322446.7589579132,0.0,49341.24916440001,1681176.5857912193,406469.5584116631,486525.5863064831,No,No,164078.82734856987,0.0,135183794.113744,135576502.060281,dairy ,44.7769139,-92.0169157,n11,11,MULTIFORM
11,"N8322 County Rd Y, Seymour, WI 54165",1929,0.0,26669824.4895,16800.45798778491,-72311.20644614729,-155034.85488784188,0.0,21335.8595916,1053430.7707055672,175821.50905406216,225984.87908766058,No,No,70950.02419981871,0.0,58455399.87568089,58624452.2513521,dairy ,44.53579439999999,-88.2665348,n12,12,MULTIFORM
12,"N2729 Faas Road, Oostburg, WI 53070",1237,0.0,17102422.4435,10773.544080295453,-66958.86082724473,-117568.43555552402,0.0,13681.937954800002,1053430.7707055672,112902.82598598764,163066.1960195861,No,No,45497.76046406207,0.0,37485396.395136,37593323.314630605,dairy ,43.637721899999995,-87.806783,n13,13,MULTIFORM
13,"N17388 Cty Rd T, Galesville, WI 54630",2233,0.0,30872845.041500002,19448.11958876293,-74873.54857288912,-172055.97807981752,0.0,24698.276033200003,1056176.5857912193,203893.22044104183,254187.34357395704,No,No,82131.36549413952,0.0,67667655.7399666,67863560.91719499,dairy ,44.090455600000006,-91.3594705,n14,14,MULTIFORM
14,"E4361 County Road G, Kewaunee, WI 54216",1972,0.0,27264330.686,17174.96275371272,-72643.7943964548,-157362.97053999454,0.0,21811.464548800002,1053430.7707055672,179731.19600771417,229894.5660413126,No,No,72531.59550131805,0.0,59758449.224905506,59931299.8586917,dairy ,44.3693359,-87.549178,n15,15,MULTIFORM
15,"N7232 Hill Creek Road, Sheldon, WI 54766",1246,0.0,17226853.972999997,10851.928798745459,-67028.47225870444,-118055.715575742,0.0,13781.4831784,1053430.7707055672,113721.13255768223,163884.50259128067,No,No,45828.78701553867,0.0,37758127.654276,37866849.5580273,dairy ,45.2938422,-90.9225381999999,n16,16,MULTIFORM
16,"4304 N 5th Road, Pound, WI 54161",9943,0.0,137469188.6465,86597.69506093588,-170530.08287806655,60323.14564475362,0.0,109975.3509172,3762101.1773736575,126239.95716797827,305387.6322810096,Yes,No,365710.7779257632,0.0,301307434.403264,302184376.09367204,dairy ,45.079823,-87.97310300000001,n17,17,CRYSTALACTOR
17,"W861 Cty Rd A, Dorchester, WI 54425",3028,0.0,41864296.813999996,26372.103051846912,-115036.1637940075,-244860.95129431278,0.0,33491.4374512,1681176.5857912193,276176.967607399,356232.99550221895,No,No,111372.04420790615,0.0,91758916.964003,92025045.7505672,dairy ,44.99590560000001,-90.32809519999991,n18,18,MULTIFORM
18,"W2031 CTH K, Unity, WI 54488",4440,0.0,61386221.220000006,38669.79443533695,-125957.42392968728,-321309.77224407124,0.0,49108.976976000005,1681176.5857912193,404560.1764110424,484616.20430586237,No,No,163306.43206179113,0.0,134547421.175751,134938274.159022,dairy ,44.851343,-90.3215731999999,n19,19,MULTIFORM
19,"15724 Hillcreek Rd, Valders, WI 54245",1280,0.0,17696928.64,11148.048846223266,-67291.44877755224,-119896.55120767672,0.0,14157.542912,1053430.7707055672,116812.51293963967,166975.88297323813,No,No,47079.3317655614,0.0,38788445.7443606,38900170.92197029,dairy ,44.0371681,-87.8945312,n20,20,MULTIFORM
20,"N9179 County Rd W, Campbellsport, WI 53010",1874,0.0,25909409.587,16321.440263923752,-71885.80325389348,-152057.03254206514,0.0,20727.5276696,1053430.7707055672,170820.74667148394,220984.11670508236,No,No,68927.08416301725,0.0,56788708.8476029,56952902.986150205,dairy ,43.5981291,-88.2851835,n21,21,MULTIFORM
21,"16768 Bethel Grove Road, Belmont, WI 53510",1586,0.0,21927600.642999995,13813.129273523513,-69658.23744718258,-136464.07189508888,0.0,17542.080514399997,1053430.7707055672,144634.93637725635,194798.3064108548,No,No,58334.23451576591,0.0,48061308.555121794,48200063.1974569,dairy ,42.7394121,-90.2867220999999,n22,22,MULTIFORM
22,"W1630 Redwood Dr, Pulaski, WI 54162",2893,0.0,39997823.8715,25196.3322750968,-113991.99232211178,-237551.7509910427,0.0,31998.2590972,1681176.5857912193,263902.3690319799,343958.39692679985,No,No,106406.64593575713,0.0,87667948.07690251,87922152.0996172,dairy ,44.64599260000001,-88.3176783,n23,23,MULTIFORM
23,"N8128 Town Hall Rd, Black Creek, WI 54106",3078,0.0,42555583.088999994,26807.57370990251,-115422.8939687837,-247568.06251774618,0.0,34044.466471199994,1681176.5857912193,280723.11522792466,360779.14312274463,No,No,113211.08060499844,0.0,93274090.62589209,93544635.9916598,dairy ,44.532201,-88.4199778999999,n24,24,MULTIFORM
24,"W13887 Cty Rd D, Melrose, WI 54642",1529,0.0,21139534.2895,13316.692723340137,-69217.36504793772,-133377.9651003749,0.0,16911.6274316,1053430.7707055672,139452.32808985724,189615.6981234557,No,No,56237.73302308078,0.0,46334010.5805682,46467730.3226114,dairy ,44.1416834,-91.006399,n25,25,MULTIFORM
25,"9267 State Hwy 22 E, Gillett, WI 54124",970,0.0,13410953.735,8448.13076627857,-64639.73302091891,-102764.4741593595,0.0,10728.762988,1049140.9709612187,88482.68640765286,138441.780262949,No,No,35677.3061035895,0.0,29394369.040648304,29478711.427196197,dairy ,44.893809000000005,-88.22461700000001,n26,26,MULTIFORM
26,"1329 Menchalville Rd, Reedsville, WI 54230",1979,0.0,18789160.9545,11836.092485951109,-67902.48245369864,-124173.78694070144,0.0,15031.3287636,1053430.7707055672,123995.42618007014,174158.7962136686,No,No,49985.00927296714,0.0,59970573.53756999,60144042.4924447,dairy ,44.115082,-87.879446,n27,27,MULTIFORM
27,"1329 Menchalville Rd, Reedsville, WI 54230",1359,0.0,18789160.9545,11836.092485951109,-67902.48245369864,-124173.78694070144,0.0,15031.3287636,1053430.7707055672,123995.42618007014,174158.7962136686,No,No,49985.00927296714,0.0,41182420.1301454,41301123.5028966,dairy ,44.115082,-87.879446,n28,28,MULTIFORM
28,"7502 Patton Rd, DeForest, WI 53532",1699,0.0,37052944.34,23341.22727177997,-112344.5217775652,-226019.4571792166,0.0,29642.355472000003,1681176.5857912193,244535.7801685408,324591.8080633608,No,No,98572.35088414421,0.0,51485601.0309911,51634337.142326206,dairy ,43.267488799999995,-89.4217271,n29,29,MULTIFORM
29,"7502 Patton Rd, DeForest, WI 53532",2680,0.0,37052944.34,23341.22727177997,-112344.5217775652,-226019.4571792166,0.0,29642.355472000003,1681176.5857912193,244535.7801685408,324591.8080633608,No,No,98572.35088414421,0.0,81213308.277255,81448697.6725628,dairy ,43.267488799999995,-89.4217271,n30,30,MULTIFORM
30,"10818 Pine Knob Lane, Stitzer, WI 53825",1930,0.0,26683650.215000007,16809.16740094602,-72318.9410496428,-155088.99711231052,0.0,21346.920172000006,1053430.7707055672,175912.43200647263,226075.80204007105,No,No,70986.80492776055,0.0,58485703.3489187,58654844.0561739,dairy ,42.8987584,-90.5392251999999,n31,31,MULTIFORM
31,"426 165th St, Hammond, WI 54015",1514,0.0,20932148.406999998,13186.051525923456,-69101.34599550483,-132565.83173334485,0.0,16745.7187256,1053430.7707055672,138088.4838036995,188251.85383729794,No,No,55686.02210395307,0.0,45879458.4820015,46011853.2502836,dairy ,44.9228448,-92.4684056999999,n32,32,MULTIFORM
32,"W2184 Cty Rd K, Durand, WI 54736",1291,0.0,17849011.620500002,11243.852390995497,-67376.52941600302,-120492.11567683205,0.0,14279.209296400002,1053430.7707055672,117812.6654161553,167976.03544975375,No,No,47483.91977292169,0.0,39121783.949976206,39234480.775010705,dairy ,44.5058711,-91.96921800000001,n33,33,MULTIFORM
33,"1734 Wayside Rd, Greenleaf, WI 54126",1344,0.0,18581775.072,11705.45128853443,-67786.46340126578,-123361.6535736714,0.0,14865.4200576,1053430.7707055672,122631.58189391244,172794.9519275109,No,No,49433.298353839484,0.0,40727868.0315786,40845246.4305688,dairy ,44.253726,-88.0882489999999,n34,34,MULTIFORM
34,"W1984 Cty Rd K, Durand, WI 54726",2370,0.0,32766969.435,20641.30919183527,-75933.18925177591,-179473.46283202493,0.0,26213.575548,1056176.5857912193,216349.66492128198,266643.7880541972,No,No,87170.32522217227,0.0,71819231.5735427,72027238.1777887,dairy ,44.626354299999996,-91.9657259999999,n35,35,MULTIFORM
35,"P.O. Box 122, Coloma, WI 54930",2655,0.0,36707301.2025,23123.491942752164,-112151.15669017709,-224665.90156749985,0.0,29365.840962000002,1681176.5857912193,242262.70635827794,322318.7342530979,No,No,97652.83268559806,0.0,80455721.4463105,80688902.5520165,dairy ,44.035481700000005,-89.52240040000001,n36,36,MULTIFORM
36,"E7803 90th Ave, Mondovi, WI 54755",1860,0.0,25715849.430000003,16199.508479668186,-71777.51880495614,-151299.04139950377,0.0,20572.679544000002,1053430.7707055672,169547.82533773678,219711.1953713352,No,No,68412.15397183143,0.0,56364460.222274,56527417.7186443,dairy ,44.7147096,-91.7682251,n37,37,MULTIFORM
37,"W4733 Cty Hwy C, Neillsville, WI 54456",2574,0.0,35587417.437,22418.029476702093,-111524.65380703966,-220280.3813855378,0.0,28469.933949600003,1681176.5857912193,234897.94721302643,314953.97510784643,No,No,94673.59372230862,0.0,78001140.11405009,78227166.3614465,dairy ,44.6108027,-90.53627420000001,n38,38,MULTIFORM
38,"2920 N. Swede Rd. , Radisson, WI 54867",1859,0.0,25702023.704500005,16190.799066507074,-71769.78420146061,-151244.89917503513,0.0,20561.618963600005,1053430.7707055672,169456.90238532628,219620.27241892472,No,No,68375.37324388957,0.0,56334156.74903621,56497025.913822494,dairy ,45.7418973,-91.1920483,n39,39,MULTIFORM
39,"3586 Cooperstown Rd, De Pere, WI 54115",2250,0.0,31107882.37500001,19596.179612501837,-75005.03683231302,-172976.39589578487,0.0,24886.305900000007,1056176.5857912193,205438.91063202056,255733.03376493577,No,No,82756.63786915092,0.0,68182814.78500889,68380221.5991665,dairy ,44.322784000000006,-87.95654300000001,n40,40,MULTIFORM
40,"2001 Hillview Road, Mishicot, WI 54228",1660,0.0,22950704.330000006,14457.625847445803,-70230.59810585136,-140470.59650577034,0.0,18360.563464000003,1053430.7707055672,151363.2348556344,201526.60488923284,No,No,61056.00838346247,0.0,50303765.5747176,50449056.754273996,dairy ,44.27491,-87.672213,n41,41,MULTIFORM
41,"N15927 CTY G, Nekoosa, WI 54457",6165,0.0,85235597.70750001,53693.53213825504,-81448.566993442,-102470.5784266147,0.0,68188.47816600002,1403008.1715824383,227342.48826529633,294152.4011977934,No,No,191681.8227711787,0.0,186820912.510924,187364137.47671598,dairy ,44.2219354,-89.96958620000001,n42,42,NURESYS
42,"20076 Flatiron Ave, Tomah, WI 54660",2345,0.0,32421326.297500007,20423.57386280747,-75739.82416438778,-178119.9072203082,0.0,25937.061038000007,1056176.5857912193,214076.59111101917,264370.7142439344,No,No,86250.80702362617,0.0,71061644.7425981,71267443.05724241,dairy ,43.984089000000004,-90.585257,n43,43,MULTIFORM
43,"N10523 Hwy 175, Lomira, WI 53048",3549,0.0,49067499.799499996,30909.707308786215,-119065.89221517545,-273069.05024248845,0.0,39253.9998396,1681176.5857912193,323547.8258132758,403603.8537080958,No,No,130534.80346560733,0.0,107547026.520887,107859176.06275201,dairy ,43.560204600000006,-88.4524125,n44,44,MULTIFORM
44,"11933 Ready Hollow Rd, Bagley, WI 53801",2043,0.0,28245957.196499996,17793.331088151666,-73192.95124463699,-161207.0684772699,0.0,22596.765757199995,1053430.7707055672,186186.7256288605,236350.09566245892,No,No,75143.02718518903,0.0,61909995.824788004,62089118.0010432,dairy ,42.9313472,-91.0924575,n45,45,MULTIFORM
45,"14329 Upper Falls Rd, Reedsville, WI 54230",1680,0.0,23227218.84,14631.814110668034,-70385.29017576182,-141553.44099514367,0.0,18581.775072,1053430.7707055672,153181.69390384457,203345.06393744302,No,No,61791.62294229933,0.0,50909835.039473295,51056892.850710995,dairy ,44.090497,-87.870988,n46,46,MULTIFORM
46,"W4306 Cloverland Dr, Campbellsport, WI 53010",4866,0.0,67275980.28299999,42380.00444197063,-163925.54548665788,-375027.7612124587,0.0,53820.78422639999,2317353.1715824385,443652.6323497406,554002.7833774758,No,No,178975.02216501703,0.0,147456700.775046,147885183.013131,dairy ,43.5635398,-88.398095,n47,47,MULTIFORM
47,"N2823 23rd Rd, Coleman, WI 54112",2020,0.0,27927965.510000005,17593.014585446097,-73015.05536423996,-159961.79731449057,0.0,22342.372408000003,1053430.7707055672,184095.49772341872,234258.86775701714,No,No,74297.07044252659,0.0,61213015.940319106,61390106.4901406,dairy ,45.0631812,-88.0668156,n48,48,MULTIFORM
48,"3489 Hill Road, Greenleaf, WI 54126",1851,0.0,25591417.9005,16121.123761218174,-71707.90737349642,-150811.76137928577,0.0,20473.1343204,1053430.7707055672,168729.51876604214,218892.88879964058,No,No,68081.1274203548,0.0,56091728.9631339,56253891.4752477,dairy ,44.272017,-87.9713489999999,n49,49,MULTIFORM
49,"9600 Hwy D, South Wayne, WI 53587",2391,0.0,33057309.6705,20824.206868218615,-110109.22136735878,-210372.35430777172,0.0,26445.8477364,1681176.5857912193,218259.04692190274,298315.0748167227,No,No,87942.72050895101,0.0,72455604.51153609,72665466.07904759,dairy ,42.6328184,-89.9460491999999,n50,50,MULTIFORM
50,"1440 Lamers Clancy Rd, Greenleaf, WI 54126",4210,0.0,58206304.355000004,36666.62940828121,-124178.46512571677,-308857.0606162777,0.0,46565.043484,1681176.5857912193,383647.89735662454,463703.9252514445,No,No,154846.8646351668,0.0,127577622.331061,127948159.049996,dairy ,44.282748,-88.108356,n51,51,MULTIFORM
51,"W6976 County Rd F, Brownsville, WI 53006",1067,0.0,14752049.1085,9292.943842906427,-65389.989559984744,-108016.26993282026,0.0,11801.639286800002,1049140.9709612187,97302.21279147257,147261.3066467687,No,No,39245.036713948444,0.0,32333805.944713105,32426716.494915802,dairy ,43.659203999999995,-88.5050299999999,n52,52,MULTIFORM
52,"W11550 Torpy Rd, Waterloo, WI 53594",3780,0.0,52261242.39,32921.58174900308,-120852.5856226415,-285575.9040947507,0.0,41808.993912,1681176.5857912193,344551.02782010427,424607.05571492424,No,No,139031.15162017354,0.0,114547128.83881499,114879682.9766,dairy ,43.236314,-88.9623979,n53,53,MULTIFORM
53,"7022 Cross Rd, Winneconne, WI 54986",2394,0.0,33098786.847,20850.335107701954,-110132.42517784535,-210534.7809811777,0.0,26479.029477599997,1681176.5857912193,218531.81577913428,298587.84367395425,No,No,88053.06269277656,0.0,72546514.9312494,72756641.49351321,dairy ,44.146311999999895,-88.6567446999999,n54,54,MULTIFORM
54,"5232 BK Line Rd., Luxemburg, WI 54217",2759,0.0,38145176.6545,24029.270911507803,-112955.55545371158,-230296.69291224133,0.0,30516.1413236,1681176.5857912193,251718.69340897127,331774.7213037913,No,No,101478.02839154993,0.0,83607282.6630397,83849650.253489,dairy ,44.4998057,-87.76501970000001,n55,55,MULTIFORM
55,"E3576 Cardinal Rd, Casco, WI 54205",5813,0.0,80368942.33150001,50627.818705543636,-171250.214996919,-426300.4477842868,0.0,64295.15386520001,2317353.1715824385,529756.6682824957,640106.8193102309,No,No,213806.3715259441,0.0,176154089.931225,176666222.179424,dairy ,44.663092999999996,-87.588472,n56,56,MULTIFORM
56,"5424 Gauthier Road, New Franken, WI 54229",6600,0.0,91249788.3,57482.1268633387,-142541.6792092361,14421.206062826532,0.0,72999.83064,3036638.8815824385,83729.74684942383,228331.59835334943,Yes,No,242752.80441617596,0.0,200002923.36935902,200584572.574222,dairy ,44.551659,-87.8017563,n57,57,CRYSTALACTOR
57,"N6038 E River Rd, Brillion, WI 54110",5270,0.0,72861573.38500002,45898.607359059846,-167050.3252988495,-396901.21989780036,0.0,58289.258708000016,2317353.1715824385,480385.5051235875,590735.6561513226,No,No,193834.43625352232,0.0,159699303.96311,160163472.161159,dairy ,44.0971223,-88.0559057,n58,58,MULTIFORM
58,"24425 St Peters Rd, Darlington, WI 53530",4289,0.0,59298536.66950001,37354.673048009055,-124789.49880186317,-313134.2963493024,0.0,47438.82933560001,1681176.5857912193,390830.810597055,470886.838491875,No,No,157752.54214257255,0.0,129971596.71684599,130349111.63092199,dairy ,42.6533571,-90.2918457999999,n59,59,MULTIFORM
59,"N1215 Sleepy Hollow Rd, Kewaunee, WI 54216",2431,0.0,33610338.690500006,21172.583394663096,-110418.60550717975,-212538.04328651843,0.0,26888.270952400006,1681176.5857912193,221895.96501832324,301951.99291314324,No,No,89413.94962662482,0.0,73667743.4410473,73881138.27192171,dairy ,44.367396899999996,-87.665803,n60,60,MULTIFORM
60,"E7455 County Road B, Colfax, WI 54730, Colfax, WI 54730",2145,0.0,29656181.197499998,18681.691230585082,-74192.90346528302,-167291.46232657475,0.0,23724.944957999996,1056176.5857912193,195892.00062891675,246186.12376183196,No,No,78894.6614352572,0.0,65000950.0950418,65189082.092872106,dairy ,44.9747567,-91.7857148,n61,61,MULTIFORM
61,"95 13-1/4 13-1/2 St, Ridgeland, WI 54763",1088,0.0,15042389.344,9475.841519289776,-65552.41623339072,-109153.25664666224,0.0,12033.9114752,1049140.9709612187,99211.5947920933,149170.6886473894,No,No,40017.43200072719,0.0,32970178.8827065,33064944.3961747,dairy ,45.2212183,-91.8834324,n62,62,MULTIFORM
62,"9486 Robin Rd, Marshfield, WI 54449",1301,0.0,17987268.875500005,11330.946522606619,-67453.87545095825,-121033.53792151871,0.0,14389.815100400003,1053430.7707055672,118721.89494026042,168885.26497385887,No,No,47851.72705234015,0.0,39424818.682353996,39538398.82322921,dairy ,44.590176,-90.235843,n63,63,MULTIFORM
63,"8278 N Cnty Road Y, Spencer, WI 54479",3075,0.0,42514105.9125,26781.445470419174,-78323.06960686926,-84317.62531767841,0.0,34011.28473,1391831.5857912193,113647.65257636606,179925.3471378527,No,No,95607.72182017428,0.0,93183180.2061788,93453460.5771942,dairy ,44.6826907,-90.35623170000001,n64,64,NURESYS
64,"487 County Road A, Marathon, WI 54448",2145,0.0,29656181.197499998,18681.691230585082,-74192.90346528302,-167291.46232657475,0.0,23724.944957999996,1056176.5857912193,195892.00062891675,246186.12376183196,No,No,78894.6614352572,0.0,65000950.0950418,65189082.092872106,dairy ,45.0463882,-89.8839084999999,n65,65,MULTIFORM
65,"N3447 Marshview Rd, Markesan, WI 53946",2390,0.0,33043483.945000004,20815.497455057506,-110101.48676386326,-210318.21208330308,0.0,26434.787156000002,1681176.5857912193,218168.12396949227,298224.15186431224,No,No,87905.93978100919,0.0,72425301.0382983,72635074.27422579,dairy ,43.667986,-88.8626549999999,n66,66,MULTIFORM
66,"N8870 Drake Court, Elkhart Lake, WI 53020",2431,0.0,33610338.690500006,21172.583394663096,-110418.60550717975,-212538.04328651843,0.0,26888.270952400006,1681176.5857912193,221895.96501832324,301951.99291314324,No,No,89413.94962662482,0.0,73667743.4410473,73881138.27192171,dairy ,43.8611007,-88.0764603,n67,67,MULTIFORM
67,"N13853 Gorman Ave, Thorp, WI 54771",1260,0.0,17420414.130000003,10973.86058300103,-67136.75670764178,-118813.70671830337,0.0,13936.331304000001,1053430.7707055672,114994.05389142943,165157.4239250279,No,No,46343.717206724505,0.0,38182376.279605,38292334.825533204,dairy ,44.9296421,-90.7602548,n68,68,MULTIFORM
68,"N6939 Cty Hwy D, Algoma, WI 54201",9813,0.0,135671844.3315,85465.4713499913,-170980.987606493,57166.81254576848,0.0,108537.4754652,3762101.1773736575,124614.7956345236,303762.4707475549,Yes,No,360929.2832933234,0.0,297367982.882352,298233441.466832,dairy ,44.576144,-87.503238,n69,69,CRYSTALACTOR
69,"N5736 CTH T, New London, WI 54961",1360,0.0,18802986.68,11844.801899112217,-67910.21705719414,-124227.92916517008,0.0,15042.389344,1053430.7707055672,124086.34913248061,174249.71916607907,No,No,50021.79000090898,0.0,41212723.6033831,41331515.307718396,dairy ,44.447154600000005,-88.7972916,n70,70,MULTIFORM
